	P_fluo_1098	P_fluo_1550	P_fluo_4488	P_fluo_513	P_protegens_3295	P_protegens_PBL3	P_putida_4512
GC_00002471	1	1	1	1	1	1	1
GC_00002472	1	1	1	1	1	1	1
GC_00002473	1	1	1	1	1	1	1
GC_00002474	1	1	1	1	1	1	1
GC_00002475	1	1	1	1	1	1	1
GC_00002476	1	1	1	1	1	1	1
GC_00002477	1	1	1	1	1	1	1
GC_00002478	1	1	1	1	1	1	1
GC_00002479	1	1	1	1	1	1	1
GC_00002480	1	1	1	1	1	1	1
GC_00002481	1	1	1	1	1	1	1
GC_00002482	1	1	1	1	1	1	1
GC_00002483	1	1	1	1	1	1	1
GC_00002484	1	1	1	1	1	1	1
GC_00002485	1	1	1	1	1	1	1
GC_00002486	1	1	1	1	1	1	1
GC_00002487	1	1	1	1	1	1	1
GC_00002488	1	1	1	1	1	1	1
GC_00002489	1	1	1	1	1	1	1
GC_00002490	1	1	1	1	1	1	1
GC_00002491	1	1	1	1	1	1	1
GC_00002492	1	1	1	1	1	1	1
GC_00002493	1	1	1	1	1	1	1
GC_00002494	1	1	1	1	1	1	1
GC_00002495	1	1	1	1	1	1	1
GC_00002496	1	1	1	1	1	1	1
GC_00002497	1	1	1	1	1	1	1
GC_00002498	1	1	1	1	1	1	1
GC_00002499	1	1	1	1	1	1	1
GC_00002500	1	1	1	1	1	1	1
GC_00002501	1	1	1	1	1	1	1
GC_00002502	1	1	1	1	1	1	1
GC_00002503	1	1	1	1	1	1	1
GC_00002504	1	1	1	1	1	1	1
GC_00002505	1	1	1	1	1	1	1
GC_00002506	1	1	1	1	1	1	1
GC_00002507	1	1	1	1	1	1	1
GC_00002508	1	1	1	1	1	1	1
GC_00002509	1	1	1	1	1	1	1
GC_00002510	1	1	1	1	1	1	1
GC_00002511	1	1	1	1	1	1	1
GC_00002512	1	1	1	1	1	1	1
GC_00002513	1	1	1	1	1	1	1
GC_00002514	1	1	1	1	1	1	1
GC_00002515	1	1	1	1	1	1	1
GC_00002516	1	1	1	1	1	1	1
GC_00002517	1	0	1	2	1	1	1
GC_00002518	1	1	1	1	1	1	1
GC_00002519	1	1	1	1	1	1	1
GC_00002520	1	1	1	1	1	1	1
GC_00002521	1	1	1	1	1	1	1
GC_00002522	1	1	1	1	1	1	1
GC_00002523	1	1	1	1	1	1	1
GC_00002524	1	1	1	1	1	1	1
GC_00002525	1	1	1	1	1	1	1
GC_00002526	1	1	1	1	1	1	1
GC_00002527	2	1	2	0	0	1	1
GC_00002528	1	1	1	1	1	1	1
GC_00002529	1	1	1	1	1	1	1
GC_00002530	1	1	1	1	1	1	1
GC_00002531	1	1	1	1	1	1	1
GC_00002532	1	1	1	1	1	1	1
GC_00002533	1	1	1	1	1	1	1
GC_00002534	1	1	1	1	1	1	1
GC_00002535	1	1	1	1	1	1	1
GC_00002536	1	1	1	1	1	1	1
GC_00002537	1	1	1	1	1	1	1
GC_00002538	1	1	1	1	1	1	1
GC_00002539	1	1	1	1	1	1	1
GC_00002540	1	1	1	1	1	1	1
GC_00002541	1	1	1	1	1	1	1
GC_00002542	1	1	1	1	1	1	1
GC_00002543	1	1	1	1	1	1	1
GC_00002544	2	2	1	1	0	0	1
GC_00002545	1	1	1	1	1	1	1
GC_00002546	1	1	1	1	1	1	1
GC_00002547	1	1	1	1	1	1	1
GC_00002548	1	1	1	1	1	1	1
GC_00002549	1	1	1	1	1	1	1
GC_00002550	1	1	1	1	1	1	1
GC_00002551	1	1	1	1	1	1	1
GC_00002552	1	1	1	1	1	1	1
GC_00002553	1	1	1	1	1	1	1
GC_00002554	1	1	1	1	1	1	1
GC_00002555	1	1	1	1	1	1	1
GC_00002556	1	1	1	1	1	1	1
GC_00002557	1	1	1	1	1	1	1
GC_00002558	1	1	1	1	0	1	2
GC_00002559	1	1	1	1	1	1	1
GC_00002560	1	1	1	1	1	1	1
GC_00002561	1	1	1	1	1	1	1
GC_00002562	1	1	1	1	1	1	1
GC_00002563	1	1	1	1	1	1	1
GC_00002564	1	1	1	1	1	1	1
GC_00002565	1	1	1	1	1	1	1
GC_00002566	1	1	1	1	1	1	1
GC_00002567	1	1	1	1	1	1	1
GC_00002568	1	1	1	1	1	1	1
GC_00002569	1	1	1	1	1	1	1
GC_00002570	1	1	1	1	1	1	1
GC_00002571	1	1	1	1	1	1	1
GC_00002572	1	1	1	1	1	1	1
GC_00002573	1	1	1	1	1	1	1
GC_00002574	1	1	1	1	1	1	1
GC_00002575	1	1	1	0	1	1	2
GC_00002576	1	1	1	1	1	1	1
GC_00002577	1	1	1	1	1	1	1
GC_00002578	1	1	1	1	1	1	1
GC_00002579	1	1	1	1	1	1	1
GC_00002580	1	1	1	1	1	1	1
GC_00002581	1	1	1	1	1	1	1
GC_00002582	1	1	1	1	1	1	1
GC_00002583	1	1	1	1	1	1	1
GC_00002584	1	1	1	1	1	1	1
GC_00002585	1	1	1	1	1	1	1
GC_00002586	1	1	1	1	1	1	1
GC_00002587	1	1	1	1	1	1	1
GC_00002588	1	1	1	1	1	1	1
GC_00002589	1	1	1	1	1	1	1
GC_00002590	1	1	1	1	1	1	1
GC_00002591	1	1	1	1	1	1	1
GC_00002592	1	0	1	1	2	2	0
GC_00002593	1	1	1	1	1	1	1
GC_00002594	1	1	1	1	1	1	1
GC_00002595	1	1	1	1	1	1	1
GC_00002596	1	1	1	1	1	1	1
GC_00002597	1	1	1	1	1	1	1
GC_00002598	1	1	1	1	1	1	1
GC_00002599	1	1	1	1	1	1	1
GC_00002600	1	1	1	1	1	1	1
GC_00002601	1	1	1	1	1	1	1
GC_00002602	1	1	1	1	1	1	1
GC_00002603	1	1	1	1	1	1	1
GC_00002604	1	1	1	1	1	1	1
GC_00002605	1	1	1	1	1	1	1
GC_00002606	1	1	1	1	1	1	1
GC_00002607	1	1	1	1	1	1	1
GC_00002608	1	1	1	1	1	1	1
GC_00002609	1	1	1	1	1	1	1
GC_00002610	1	1	1	1	1	1	1
GC_00002611	1	1	1	1	1	1	1
GC_00002612	1	1	1	1	1	1	1
GC_00002613	1	1	1	1	1	1	1
GC_00002614	1	1	1	1	1	1	1
GC_00002615	1	1	1	1	1	1	1
GC_00002616	1	1	1	1	1	1	1
GC_00002617	1	1	1	1	1	1	1
GC_00002618	1	1	1	1	1	1	1
GC_00002619	1	1	1	1	1	1	1
GC_00002620	1	1	1	1	1	1	1
GC_00002621	1	1	1	1	1	1	1
GC_00002622	1	1	1	1	1	1	1
GC_00002623	1	1	1	1	1	1	1
GC_00002624	1	1	1	1	1	1	1
GC_00002625	1	1	1	1	1	1	1
GC_00002626	1	1	1	1	1	1	1
GC_00002627	1	1	1	1	1	1	1
GC_00002628	1	1	1	1	1	1	1
GC_00002629	1	1	1	1	1	1	1
GC_00002630	1	1	1	1	1	1	1
GC_00002631	1	1	1	1	1	1	1
GC_00002632	1	1	1	1	1	1	1
GC_00002633	1	1	1	1	1	1	1
GC_00002634	1	1	1	1	1	1	1
GC_00002635	1	1	1	1	1	1	1
GC_00002636	1	1	1	1	1	1	1
GC_00002637	1	1	1	1	1	1	1
GC_00002638	1	1	1	1	1	1	1
GC_00002639	1	1	1	1	1	1	1
GC_00002640	1	1	1	1	1	1	1
GC_00002641	1	1	1	1	1	1	1
GC_00002642	1	1	1	1	1	1	1
GC_00002643	1	1	1	1	1	1	1
GC_00002644	1	1	1	1	1	1	1
GC_00002645	1	1	1	1	1	1	1
GC_00002646	1	1	1	1	1	1	1
GC_00002647	1	1	1	1	1	1	1
GC_00002648	1	1	1	1	1	1	1
GC_00002649	1	1	1	1	1	1	1
GC_00002650	1	1	1	1	1	1	1
GC_00002651	1	1	1	1	1	1	1
GC_00002652	1	1	1	1	1	1	1
GC_00002653	1	1	1	1	1	1	1
GC_00002654	1	1	1	1	1	1	1
GC_00002655	1	1	1	1	1	1	1
GC_00002656	1	1	1	1	1	1	1
GC_00002657	1	1	1	1	1	1	1
GC_00002658	1	1	1	1	1	1	1
GC_00002659	1	1	1	1	1	1	1
GC_00002660	1	1	1	1	1	1	1
GC_00002661	1	1	1	1	1	1	1
GC_00002662	1	1	1	1	1	1	1
GC_00002663	1	1	1	1	1	1	1
GC_00002664	1	1	1	1	1	1	1
GC_00002665	1	1	1	1	1	1	1
GC_00002666	1	1	1	1	1	1	1
GC_00002667	0	2	0	2	1	1	1
GC_00002668	1	1	1	1	1	1	1
GC_00002669	1	1	1	1	1	1	1
GC_00002670	1	1	1	1	1	1	1
GC_00002671	1	1	1	1	1	1	1
GC_00002672	1	1	1	1	1	1	1
GC_00002673	1	1	1	1	1	1	1
GC_00002674	1	1	1	1	1	1	1
GC_00002675	1	1	1	1	1	1	1
GC_00002676	1	1	1	1	1	1	1
GC_00002677	1	1	1	1	1	1	1
GC_00002678	1	1	1	1	1	1	1
GC_00002679	1	1	1	1	1	1	1
GC_00002680	1	1	1	1	1	1	1
GC_00002681	1	1	1	1	1	1	1
GC_00002682	1	1	1	1	1	1	1
GC_00002683	1	1	1	1	1	1	1
GC_00002684	1	1	1	1	1	1	1
GC_00002685	1	1	1	1	1	1	1
GC_00002686	1	1	1	1	1	1	1
GC_00002687	1	1	1	1	1	1	1
GC_00002688	1	1	1	1	1	1	1
GC_00002689	1	1	1	1	1	1	1
GC_00002690	1	1	1	1	1	1	1
GC_00002691	1	1	1	1	1	1	1
GC_00002692	1	1	1	1	1	1	1
GC_00002693	1	1	1	1	1	1	1
GC_00002694	1	1	1	1	1	1	1
GC_00002695	1	1	1	1	1	1	1
GC_00002696	1	1	1	1	1	1	1
GC_00002697	1	1	1	1	1	1	1
GC_00002698	1	1	0	1	2	2	0
GC_00002699	1	1	1	1	1	1	1
GC_00002700	1	1	1	1	1	1	1
GC_00002701	1	1	1	1	1	1	1
GC_00002702	1	1	1	1	1	1	1
GC_00002703	1	1	1	1	1	1	1
GC_00002704	1	1	1	1	1	1	1
GC_00002705	1	1	1	1	1	1	1
GC_00002706	1	1	1	1	1	1	1
GC_00002707	1	1	1	1	1	1	1
GC_00002708	1	1	1	1	1	1	1
GC_00002709	1	1	1	1	1	1	1
GC_00002710	1	1	1	1	1	1	1
GC_00002711	1	1	1	1	1	1	1
GC_00002712	1	1	1	1	1	1	1
GC_00002713	1	1	1	1	1	1	1
GC_00002714	1	1	1	1	1	1	1
GC_00002715	1	1	1	1	1	1	1
GC_00002716	1	1	1	1	1	1	1
GC_00002717	1	1	1	1	1	1	1
GC_00002718	1	1	1	1	1	1	1
GC_00002719	1	1	1	1	1	1	1
GC_00002720	1	1	1	1	1	1	1
GC_00002721	1	1	1	1	1	1	1
GC_00002722	1	1	1	1	1	1	1
GC_00002723	1	1	1	1	1	1	1
GC_00002724	1	1	1	1	1	1	1
GC_00002725	1	1	1	1	1	1	1
GC_00002726	1	1	1	1	1	1	1
GC_00002727	1	1	1	1	1	1	1
GC_00002728	1	1	1	1	1	1	1
GC_00002729	1	1	1	1	1	1	1
GC_00002730	1	1	1	1	1	1	1
GC_00002731	1	1	1	1	1	1	1
GC_00002732	1	1	1	1	1	1	1
GC_00002733	1	1	1	1	1	1	1
GC_00002734	1	1	1	1	1	1	1
GC_00002735	1	1	1	1	1	1	1
GC_00002736	1	1	1	1	1	1	1
GC_00002737	1	1	1	1	1	1	1
GC_00002738	1	1	1	1	1	1	1
GC_00002739	1	1	1	1	1	1	1
GC_00002740	1	1	1	1	1	1	1
GC_00002741	1	1	1	1	1	1	1
GC_00002742	2	1	2	1	0	0	1
GC_00002743	1	1	1	1	1	1	1
GC_00002744	1	1	1	1	1	1	1
GC_00002745	1	1	1	1	1	1	1
GC_00002746	1	1	1	1	1	1	1
GC_00002747	1	1	1	1	1	1	1
GC_00002748	1	1	1	1	1	1	1
GC_00002749	1	1	1	1	1	1	1
GC_00002750	1	1	1	1	1	1	1
GC_00002751	1	1	1	1	1	1	1
GC_00002752	1	1	1	1	1	1	1
GC_00002753	1	1	1	1	1	1	1
GC_00002754	1	1	1	1	1	1	1
GC_00002755	1	1	1	1	1	1	1
GC_00002756	1	1	1	1	1	1	1
GC_00002757	1	1	1	1	1	1	1
GC_00002758	1	1	1	1	1	1	1
GC_00002759	1	1	1	1	1	1	1
GC_00002760	1	1	1	1	1	1	1
GC_00002761	1	1	1	1	1	1	1
GC_00002762	1	1	1	1	1	1	1
GC_00002763	1	1	1	1	1	1	1
GC_00002764	1	1	1	1	1	1	1
GC_00002765	1	2	1	1	1	1	0
GC_00002766	1	1	1	1	1	1	1
GC_00002767	1	1	1	1	1	1	1
GC_00002768	1	1	1	1	1	1	1
GC_00002769	1	1	1	1	1	1	1
GC_00002770	1	1	1	1	1	1	1
GC_00002771	1	1	1	1	1	1	1
GC_00002772	1	1	1	1	1	1	1
GC_00002773	1	1	0	2	1	1	1
GC_00002774	1	1	1	1	1	1	1
GC_00002775	1	1	1	1	1	1	1
GC_00002776	1	1	1	1	1	1	1
GC_00002777	1	1	1	1	1	1	1
GC_00002778	1	1	1	1	1	1	1
GC_00002779	1	1	1	1	1	1	1
GC_00002780	1	1	1	1	1	1	1
GC_00002781	1	1	1	1	1	1	1
GC_00002782	1	1	1	1	1	1	1
GC_00002783	1	1	1	1	1	1	1
GC_00002784	1	1	1	1	1	1	1
GC_00002785	1	1	1	1	1	1	1
GC_00002786	1	1	1	1	1	1	1
GC_00002787	1	1	1	1	1	1	1
GC_00002788	1	1	1	1	1	1	1
GC_00002789	1	1	1	1	1	1	1
GC_00002790	1	1	1	1	1	1	1
GC_00002791	1	1	1	1	1	1	1
GC_00002792	1	1	1	1	1	1	1
GC_00002793	1	0	1	1	2	2	0
GC_00002794	1	1	1	1	1	1	1
GC_00002795	1	1	1	1	1	1	1
GC_00002796	1	1	1	1	1	1	1
GC_00002797	1	1	1	1	1	1	1
GC_00002798	1	1	1	1	1	1	1
GC_00002799	1	1	1	1	1	1	1
GC_00002800	1	1	1	1	1	1	1
GC_00002801	1	1	1	1	1	1	1
GC_00002802	1	1	1	1	1	1	1
GC_00002803	1	1	1	1	1	1	1
GC_00002804	1	1	1	1	1	1	1
GC_00002805	1	1	1	1	1	1	1
GC_00002806	1	1	1	1	1	1	1
GC_00002807	1	1	1	1	1	1	1
GC_00002808	1	1	1	1	1	1	1
GC_00002809	1	1	1	1	1	1	1
GC_00002810	1	1	1	1	1	1	1
GC_00002811	1	1	1	1	1	1	1
GC_00002812	1	1	1	1	1	1	1
GC_00002813	1	1	1	1	1	1	1
GC_00002814	1	1	1	1	1	1	1
GC_00002815	1	1	1	1	1	1	1
GC_00002816	1	1	1	1	1	1	1
GC_00002817	1	1	1	1	1	1	1
GC_00002818	1	1	1	1	1	1	1
GC_00002819	1	1	1	1	1	1	1
GC_00002820	1	1	1	1	1	1	1
GC_00002821	1	1	1	1	1	1	1
GC_00002822	1	1	1	1	1	1	1
GC_00002823	1	1	1	1	1	1	1
GC_00002824	1	1	1	1	1	1	1
GC_00002825	1	1	1	1	1	1	1
GC_00002826	1	1	1	1	1	1	1
GC_00002827	1	1	1	1	1	1	1
GC_00002828	1	1	1	1	1	1	1
GC_00002829	1	1	1	1	1	1	1
GC_00002830	1	1	1	1	1	1	1
GC_00002831	1	1	1	1	1	1	1
GC_00002832	1	1	1	1	1	1	1
GC_00002833	1	1	1	1	1	1	1
GC_00002834	1	1	1	1	1	1	1
GC_00002835	1	1	1	1	1	1	1
GC_00002836	1	1	1	1	1	1	1
GC_00002837	1	1	1	1	1	1	1
GC_00002838	1	1	1	1	1	1	1
GC_00002839	1	1	1	1	1	1	1
GC_00002840	1	1	1	1	1	1	1
GC_00002841	1	1	1	1	1	1	1
GC_00002842	1	1	1	1	1	1	1
GC_00002843	1	1	1	1	1	1	1
GC_00002844	1	1	1	1	1	1	1
GC_00002845	1	1	1	1	1	1	1
GC_00002846	1	1	1	1	1	1	1
GC_00002847	1	1	1	1	1	1	1
GC_00002848	1	1	1	1	1	1	1
GC_00002849	1	1	1	1	1	1	1
GC_00002850	1	1	1	1	1	1	1
GC_00002851	1	1	1	1	1	1	1
GC_00002852	1	1	1	1	1	1	1
GC_00002853	1	1	1	1	1	1	1
GC_00002854	1	1	1	1	1	1	1
GC_00002855	1	1	1	1	1	1	1
GC_00002856	1	1	1	1	1	1	1
GC_00002857	1	1	1	1	1	1	1
GC_00002858	1	1	1	1	1	1	1
GC_00002859	1	1	1	1	1	1	1
GC_00002860	1	1	1	1	1	1	1
GC_00002861	1	1	1	1	1	1	1
GC_00002862	1	1	1	1	1	1	1
GC_00002863	1	1	1	1	1	1	1
GC_00002864	1	1	1	1	1	1	1
GC_00002865	1	1	1	1	1	1	1
GC_00002866	1	1	1	1	1	1	1
GC_00002867	1	1	1	1	1	1	1
GC_00002868	1	1	1	1	1	1	1
GC_00002869	1	1	1	1	1	1	1
GC_00002870	1	1	1	1	1	1	1
GC_00002871	1	1	1	1	1	1	1
GC_00002872	1	1	1	1	1	1	1
GC_00002873	1	1	1	1	1	1	1
GC_00002874	1	1	1	1	1	1	1
GC_00002875	1	1	1	1	1	1	1
GC_00002876	1	1	1	1	1	1	1
GC_00002877	1	1	1	1	1	1	1
GC_00002878	1	1	1	1	1	1	1
GC_00002879	1	1	1	1	0	1	2
GC_00002880	1	1	1	1	1	1	1
GC_00002881	1	1	1	1	1	1	1
GC_00002882	1	1	1	1	1	1	1
GC_00002883	1	1	1	1	1	1	1
GC_00002884	1	1	1	1	1	1	1
GC_00002885	1	1	1	1	1	1	1
GC_00002886	1	1	1	1	1	1	1
GC_00002887	1	1	1	1	1	1	1
GC_00002888	1	1	1	1	1	1	1
GC_00002889	1	1	1	1	1	1	1
GC_00002890	1	1	1	1	1	1	1
GC_00002891	1	1	1	1	1	1	1
GC_00002892	1	1	1	1	1	1	1
GC_00002893	1	1	1	1	1	1	1
GC_00002894	1	1	1	1	1	1	1
GC_00002895	1	1	1	1	1	1	1
GC_00002896	1	1	1	1	1	1	1
GC_00002897	1	1	1	1	1	1	1
GC_00002898	1	1	1	1	1	1	1
GC_00002899	1	1	1	1	1	1	1
GC_00002900	1	1	1	1	1	1	1
GC_00002901	1	1	1	1	1	1	1
GC_00002902	1	1	1	1	1	1	1
GC_00002903	1	1	1	1	1	1	1
GC_00002904	1	1	1	1	1	1	1
GC_00002905	1	1	1	1	1	1	1
GC_00002906	1	1	1	1	1	1	1
GC_00002907	1	1	1	1	1	1	1
GC_00002908	1	1	1	1	1	1	1
GC_00002909	1	1	1	1	1	1	1
GC_00002910	1	1	1	1	1	1	1
GC_00002911	1	1	1	1	1	1	1
GC_00002912	1	1	1	1	1	1	1
GC_00002913	1	1	1	1	1	1	1
GC_00002914	1	1	1	1	1	1	1
GC_00002915	1	1	1	1	1	1	1
GC_00002916	1	1	1	1	1	1	1
GC_00002917	1	1	1	1	1	1	1
GC_00002918	1	1	1	1	1	1	1
GC_00002919	1	1	1	1	1	1	1
GC_00002920	1	1	1	1	1	1	1
GC_00002921	1	1	1	1	1	1	1
GC_00002922	1	1	1	1	1	1	1
GC_00002923	1	1	1	1	1	1	1
GC_00002924	1	1	1	1	1	1	1
GC_00002925	1	1	1	1	1	1	1
GC_00002926	1	1	1	1	1	1	1
GC_00002927	1	1	1	1	1	1	1
GC_00002928	1	1	1	1	1	1	1
GC_00002929	1	1	1	1	1	1	1
GC_00002930	1	1	1	1	1	1	1
GC_00002931	1	1	1	1	1	1	1
GC_00002932	1	1	1	1	1	1	1
GC_00002933	1	1	1	1	1	1	1
GC_00002934	1	1	1	1	1	1	1
GC_00002935	1	1	1	1	1	1	1
GC_00002936	1	1	1	1	1	1	1
GC_00002937	1	1	1	1	1	1	1
GC_00002938	1	1	1	1	1	1	1
GC_00002939	1	1	1	1	1	1	1
GC_00002940	1	1	1	1	1	1	1
GC_00002941	1	1	1	1	1	1	1
GC_00002942	1	1	1	1	1	1	1
GC_00002943	1	1	1	1	1	1	1
GC_00002944	1	1	1	1	1	1	1
GC_00002945	1	1	1	1	1	1	1
GC_00002946	1	1	1	1	1	1	1
GC_00002947	1	1	1	1	1	1	1
GC_00002948	1	1	1	1	1	1	1
GC_00002949	1	1	1	1	1	1	1
GC_00002950	1	1	1	1	1	1	1
GC_00002951	1	1	1	1	1	1	1
GC_00002952	1	1	1	1	1	1	1
GC_00002953	1	1	1	1	1	1	1
GC_00002954	1	1	1	1	1	1	1
GC_00002955	1	1	1	1	1	1	1
GC_00002956	1	1	1	1	1	1	1
GC_00002957	1	1	1	1	1	1	1
GC_00002958	1	1	1	1	1	1	1
GC_00002959	1	1	1	1	1	1	1
GC_00002960	1	1	1	1	1	1	1
GC_00002961	1	1	1	1	1	1	1
GC_00002962	1	1	1	1	1	1	1
GC_00002963	1	1	1	1	1	1	1
GC_00002964	1	1	1	1	1	1	1
GC_00002965	1	1	1	1	1	1	1
GC_00002966	1	1	1	1	1	1	1
GC_00002967	1	1	1	1	1	1	1
GC_00002968	1	1	1	1	1	1	1
GC_00002969	1	1	1	1	1	1	1
GC_00002970	1	1	1	1	1	1	1
GC_00002971	1	1	1	1	1	1	1
GC_00002972	1	1	1	1	1	1	1
GC_00002973	1	1	1	1	1	1	1
GC_00002974	1	1	1	1	1	1	1
GC_00002975	1	1	1	1	1	1	1
GC_00002976	1	1	1	1	1	1	1
GC_00002977	1	1	1	1	1	1	1
GC_00002978	1	1	1	1	1	1	1
GC_00002979	1	1	1	1	1	1	1
GC_00002980	1	1	1	1	1	1	1
GC_00002981	1	1	1	1	1	1	1
GC_00002982	1	1	1	1	1	1	1
GC_00002983	1	1	1	1	1	1	1
GC_00002984	3	1	2	0	0	0	1
GC_00002985	1	1	1	1	1	1	1
GC_00002986	1	1	1	1	1	1	1
GC_00002987	1	1	1	1	1	1	1
GC_00002988	1	1	1	1	1	1	1
GC_00002989	1	1	1	1	1	1	1
GC_00002990	1	1	1	1	1	1	1
GC_00002991	1	1	1	1	1	1	1
GC_00002992	1	1	1	1	1	1	1
GC_00002993	1	1	1	1	1	1	1
GC_00002994	1	1	1	1	1	1	1
GC_00002995	1	1	1	1	1	1	1
GC_00002996	1	1	1	1	1	1	1
GC_00002997	1	1	1	1	1	1	1
GC_00002998	1	1	1	1	1	1	1
GC_00002999	1	1	1	1	1	1	1
GC_00003000	1	1	1	1	1	1	1
GC_00003001	1	1	1	1	1	1	1
GC_00003002	1	1	1	1	1	1	1
GC_00003003	1	1	1	1	1	1	1
GC_00003004	1	1	1	1	1	1	1
GC_00003005	1	1	1	1	1	1	1
GC_00003006	1	1	1	1	1	1	1
GC_00003007	1	1	1	1	1	1	1
GC_00003008	1	1	1	1	1	1	1
GC_00003009	1	1	1	1	1	1	1
GC_00003010	1	1	1	1	1	1	1
GC_00003011	1	1	1	1	1	1	1
GC_00003012	1	1	1	1	1	1	1
GC_00003013	1	1	1	1	1	1	1
GC_00003014	1	1	1	1	1	1	1
GC_00003015	1	1	1	1	1	1	1
GC_00003016	1	1	1	1	1	1	1
GC_00003017	1	1	1	1	1	1	1
GC_00003018	1	1	1	1	1	1	1
GC_00003019	1	1	1	1	1	1	1
GC_00003020	1	1	1	1	1	1	1
GC_00003021	1	1	1	1	1	1	1
GC_00003022	1	1	1	1	1	1	1
GC_00003023	1	1	1	1	1	1	1
GC_00003024	1	1	1	1	1	1	1
GC_00003025	1	1	1	1	1	1	1
GC_00003026	1	1	1	1	1	1	1
GC_00003027	1	1	1	1	1	1	1
GC_00003028	1	1	1	1	1	1	1
GC_00003029	1	1	1	1	1	1	1
GC_00003030	1	1	1	1	1	1	1
GC_00003031	1	1	1	1	1	1	1
GC_00003032	1	1	1	1	1	1	1
GC_00003033	1	1	1	1	1	1	1
GC_00003034	1	1	1	1	1	1	1
GC_00003035	1	1	1	1	1	1	1
GC_00003036	1	1	1	1	1	1	1
GC_00003037	1	1	1	1	1	1	1
GC_00003038	1	1	1	1	1	1	1
GC_00003039	1	1	1	1	1	1	1
GC_00003040	1	1	1	1	1	1	1
GC_00003041	1	1	1	1	1	1	1
GC_00003042	1	1	1	1	1	1	1
GC_00003043	1	1	1	1	1	1	1
GC_00003044	1	1	1	1	1	1	1
GC_00003045	1	1	1	1	1	1	1
GC_00003046	1	1	1	1	1	1	1
GC_00003047	1	1	1	1	1	1	1
GC_00003048	0	0	1	0	2	2	2
GC_00003049	1	1	1	1	1	1	1
GC_00003050	1	1	1	1	1	1	1
GC_00003051	1	1	1	1	1	1	1
GC_00003052	1	1	1	1	1	1	1
GC_00003053	1	1	1	1	1	1	1
GC_00003054	1	1	1	1	1	1	1
GC_00003055	1	1	1	1	1	1	1
GC_00003056	1	1	1	1	1	1	1
GC_00003057	1	1	1	1	1	1	1
GC_00003058	1	1	1	1	1	1	1
GC_00003059	1	1	1	1	1	1	1
GC_00003060	1	1	1	1	1	1	1
GC_00003061	1	1	1	1	1	1	1
GC_00003062	1	1	1	1	1	1	1
GC_00003063	1	1	1	1	1	1	1
GC_00003064	1	1	1	1	1	1	1
GC_00003065	1	1	1	1	1	1	1
GC_00003066	1	1	1	1	1	1	1
GC_00003067	1	1	1	1	1	1	1
GC_00003068	1	1	1	1	1	1	1
GC_00003069	1	1	1	1	1	1	1
GC_00003070	1	1	1	1	1	1	1
GC_00003071	1	1	1	1	1	1	1
GC_00003072	1	1	1	1	1	1	1
GC_00003073	1	1	1	1	1	1	1
GC_00003074	1	1	1	1	1	1	1
GC_00003075	1	1	1	1	1	1	1
GC_00003076	1	1	1	1	1	1	1
GC_00003077	1	1	1	1	1	1	1
GC_00003078	1	1	1	1	1	1	1
GC_00003079	1	1	1	1	1	1	1
GC_00003080	1	1	1	1	1	1	1
GC_00003081	1	1	1	1	1	1	1
GC_00003082	1	1	1	1	1	1	1
GC_00003083	1	1	1	1	1	1	1
GC_00003084	1	1	1	1	1	1	1
GC_00003085	1	1	1	1	1	1	1
GC_00003086	1	1	1	1	1	1	1
GC_00003087	1	1	1	1	1	1	1
GC_00003088	1	1	1	1	1	1	1
GC_00003089	1	1	1	1	1	1	1
GC_00003090	1	1	1	1	1	1	1
GC_00003091	1	1	1	1	1	1	1
GC_00003092	1	1	1	1	1	1	1
GC_00003093	1	1	1	1	1	1	1
GC_00003094	1	1	1	1	1	1	1
GC_00003095	1	1	1	1	1	1	1
GC_00003096	1	1	1	1	1	1	1
GC_00003097	1	1	1	1	1	1	1
GC_00003098	1	1	1	1	1	1	1
GC_00003099	1	1	1	1	1	1	1
GC_00003100	1	1	1	1	1	1	1
GC_00003101	1	2	1	1	1	1	0
GC_00003102	1	1	1	1	1	1	1
GC_00003103	1	1	1	1	1	1	1
GC_00003104	1	1	1	1	1	1	1
GC_00003105	1	1	1	1	1	1	1
GC_00003106	1	1	1	1	1	1	1
GC_00003107	1	1	1	1	1	1	1
GC_00003108	1	1	1	1	1	1	1
GC_00003109	1	1	1	1	1	1	1
GC_00003110	1	1	1	1	1	1	1
GC_00003111	1	1	1	1	1	1	1
GC_00003112	1	1	1	1	1	1	1
GC_00003113	1	1	1	1	1	1	1
GC_00003114	1	1	1	1	1	1	1
GC_00003115	1	1	1	1	1	1	1
GC_00003116	1	1	1	1	1	1	1
GC_00003117	1	1	1	1	1	1	1
GC_00003118	1	1	1	1	1	1	1
GC_00003119	1	1	1	1	1	1	1
GC_00003120	1	1	1	1	1	1	1
GC_00003121	1	1	1	1	1	1	1
GC_00003122	1	1	1	1	1	1	1
GC_00003123	1	1	1	1	1	1	1
GC_00003124	1	1	1	1	1	1	1
GC_00003125	1	1	1	1	1	1	1
GC_00003126	1	1	1	1	1	1	1
GC_00003127	1	1	1	1	1	1	1
GC_00003128	1	2	1	1	1	0	1
GC_00003129	1	1	1	1	1	1	1
GC_00003130	1	1	1	1	1	1	1
GC_00003131	1	1	1	1	1	1	1
GC_00003132	1	1	1	1	1	1	1
GC_00003133	1	1	1	1	1	1	1
